0	1	2	3
0.3999999999613182	-1.3319222068901152e-16	0.09394700000000006	-4.0
0.3999999999613182	-1.3319222068901152e-16	0.343947	-4.0
0.3999999999613182	-1.3319222068901152e-16	0.00023000000000002484	4.0
0.3999999999613182	-1.3319222068901152e-16	0.25022999999999995	4.0
0.3333333333010985	-0.13333333332043948	0.21892099999999995	-4.0
0.4666666666215379	0.13333333332043926	0.46892099999999987	-4.0
0.3333333333010985	-0.13333333332043948	0.12490150000000005	4.0
0.4666666666215379	0.13333333332043926	0.3749015	4.0
-0.3999999999613182	1.3319222068901152e-16	0.09394700000000006	-4.0
-0.3999999999613182	1.3319222068901152e-16	0.343947	-4.0
-0.3999999999613182	1.3319222068901152e-16	0.00023000000000002484	4.0
-0.3999999999613182	1.3319222068901152e-16	0.25022999999999995	4.0
-0.4666666666215379	-0.13333333332043926	0.21892099999999995	-4.0
-0.3333333333010985	0.13333333332043948	0.46892099999999987	-4.0
-0.4666666666215379	-0.13333333332043926	0.12490150000000005	4.0
-0.3333333333010985	0.13333333332043948	0.3749015	4.0
-0.19999999998065904	0.19999999998065912	0.09394700000000006	-4.0
-0.19999999998065904	0.19999999998065912	0.343947	-4.0
-0.19999999998065904	0.19999999998065912	0.00023000000000002484	4.0
-0.19999999998065904	0.19999999998065912	0.25022999999999995	4.0
-0.26666666664087885	0.06666666666021963	0.21892099999999995	-4.0
-0.13333333332043934	0.3333333333010985	0.46892099999999987	-4.0
-0.26666666664087885	0.06666666666021963	0.12490150000000005	4.0
-0.13333333332043934	0.3333333333010985	0.3749015	4.0
-2.7755575615628914e-17	0.3999999999613181	0.09394700000000006	-4.0
-2.7755575615628914e-17	0.3999999999613181	0.343947	-4.0
-2.7755575615628914e-17	0.3999999999613181	0.00023000000000002484	4.0
-2.7755575615628914e-17	0.3999999999613181	0.25022999999999995	4.0
-0.06666666666021978	0.26666666664087857	0.21892099999999995	-4.0
0.06666666666021967	0.5333333332817575	0.46892099999999987	-4.0
-0.06666666666021978	0.26666666664087857	0.12490150000000005	4.0
0.06666666666021967	0.5333333332817575	0.3749015	4.0
0.1999999999806591	0.5999999999419773	0.09394700000000006	-4.0
0.1999999999806591	0.5999999999419773	0.343947	-4.0
0.1999999999806591	0.5999999999419773	0.00023000000000002484	4.0
0.1999999999806591	0.5999999999419773	0.25022999999999995	4.0
0.13333333332043937	0.4666666666215376	0.21892099999999995	-4.0
0.26666666664087896	0.7333333332624167	0.46892099999999987	-4.0
0.13333333332043937	0.4666666666215376	0.12490150000000005	4.0
0.26666666664087896	0.7333333332624167	0.3749015	4.0
0.3999999999613181	0.7999999999226359	0.09394700000000006	-4.0
0.3999999999613181	0.7999999999226359	0.343947	-4.0
0.3999999999613181	0.7999999999226359	0.00023000000000002484	4.0
0.3999999999613181	0.7999999999226359	0.25022999999999995	4.0
0.3333333333010986	0.666666666602197	0.21892099999999995	-4.0
0.46666666662153783	0.9333333332430753	0.46892099999999987	-4.0
0.3333333333010986	0.666666666602197	0.12490150000000005	4.0
0.46666666662153783	0.9333333332430753	0.3749015	4.0
-0.39999999996131824	-0.19999999998065907	0.09394700000000006	-4.0
-0.39999999996131824	-0.19999999998065907	0.343947	-4.0
-0.39999999996131824	-0.19999999998065907	0.00023000000000002484	4.0
-0.39999999996131824	-0.19999999998065907	0.25022999999999995	4.0
-0.4666666666215379	-0.3333333333010983	0.21892099999999995	-4.0
-0.33333333330109843	-0.06666666666021949	0.46892099999999987	-4.0
-0.4666666666215379	-0.3333333333010983	0.12490150000000005	4.0
-0.33333333330109843	-0.06666666666021949	0.3749015	4.0
-0.1999999999806591	6.659611034450577e-17	0.09394700000000006	-4.0
-0.1999999999806591	6.659611034450577e-17	0.343947	-4.0
-0.1999999999806591	6.659611034450577e-17	0.00023000000000002484	4.0
-0.1999999999806591	6.659611034450577e-17	0.25022999999999995	4.0
-0.2666666666408788	-0.13333333332043934	0.21892099999999995	-4.0
-0.13333333332043934	0.13333333332043948	0.46892099999999987	-4.0
-0.2666666666408788	-0.13333333332043934	0.12490150000000005	4.0
-0.13333333332043934	0.13333333332043948	0.3749015	4.0
2.7755575615628914e-17	0.19999999998065907	0.09394700000000006	-4.0
2.7755575615628914e-17	0.19999999998065907	0.343947	-4.0
2.7755575615628914e-17	0.19999999998065907	0.00023000000000002484	4.0
2.7755575615628914e-17	0.19999999998065907	0.25022999999999995	4.0
-0.06666666666021966	0.0666666666602197	0.21892099999999995	-4.0
0.06666666666021974	0.3333333333010985	0.46892099999999987	-4.0
-0.06666666666021966	0.0666666666602197	0.12490150000000005	4.0
0.06666666666021974	0.3333333333010985	0.3749015	4.0
0.19999999998065912	0.3999999999613181	0.09394700000000006	-4.0
0.19999999998065912	0.3999999999613181	0.343947	-4.0
0.19999999998065912	0.3999999999613181	0.00023000000000002484	4.0
0.19999999998065912	0.3999999999613181	0.25022999999999995	4.0
0.13333333332043934	0.26666666664087857	0.21892099999999995	-4.0
0.26666666664087874	0.5333333332817572	0.46892099999999987	-4.0
0.13333333332043934	0.26666666664087857	0.12490150000000005	4.0
