-16.00880432,-6.16,3.556476	-0.625931
-16.00880432,-0.0,-7.112956	-0.625931
-16.00880432,6.16,3.556476	-0.625931
-15.98138428,0.0,0.0	1.892092
10.63671876,-6.16,-3.556476	2.515516
10.63671876,0.0,7.112956	2.515516
10.63671876,6.16,-3.556476	2.515516
14.25195312,-12.32,0.0	0.004632
14.25195312,-6.16,-10.669432	0.004632
14.25195312,-6.16,10.669432	0.004632
14.25195312,6.16,-10.669432	0.004632
14.25195312,6.16,10.669432	0.004632
14.25195312,12.32,0.0	0.004632
16.51660156,-6.16,3.556476	-2.519484
16.51660156,-0.0,-7.112956	-2.519484
16.51660156,6.16,3.556476	-2.519484
-11.73242188,-0.0,-0.0	-3.142907
-19.90039064,-12.32,-7.112956	-0.625931
-19.90039064,0.0,14.225908	-0.625931
-19.90039064,12.32,-7.112956	-0.625931
-26.4375,-12.32,0.0	1.892092
-26.4375,-6.16,-10.669432	1.892092
-26.4375,-6.16,10.669432	1.892092
-26.4375,6.16,-10.669432	1.892092
-26.4375,6.16,10.669432	1.892092
-26.4375,12.32,0.0	1.892092
100.6875,-12.32,7.112956	2.515516
100.6875,-0.0,-14.225908	2.515516
100.6875,12.32,7.112956	2.515516
14.55468752,-12.32,-7.112956	-2.519484
14.55468752,0.0,14.225908	-2.519484
14.55468752,12.32,-7.112956	-2.519484
-12.92968752,-12.32,-0.0	-3.142907
-12.92968752,-6.16,-10.669432	-3.142907
-12.92968752,-6.16,10.669432	-3.142907
-12.92968752,6.16,-10.669432	-3.142907
-12.92968752,6.16,10.669432	-3.142907
-12.92968752,12.32,-0.0	-3.142907
-38.09375,-12.32,14.225908	-0.625931
-38.09375,12.32,14.225908	-0.625931
-38.09375,-18.48,3.556476	-0.625931
-38.09375,18.48,3.556476	-0.625931
-38.09375,-6.16,-17.782388	-0.625931
-38.09375,6.16,-17.782388	-0.625931
24.03125,-6.16,-3.556476	4.409069
24.03125,6.16,-3.556476	4.409069
24.03125,0.0,7.112956	4.409069
-701.0,-0.0,-0.0	-5.030367
-701.0,0.0,0.0	5.039632
54.07031248,-12.32,-14.225908	2.515516
54.07031248,12.32,-14.225908	2.515516
54.07031248,-18.48,-3.556476	2.515516
54.07031248,18.48,-3.556476	2.515516
54.07031248,-6.16,17.782388	2.515516
54.07031248,6.16,17.782388	2.515516
76.15625,-18.48,-10.669432	0.004632
76.15625,-18.48,10.669432	0.004632
76.15625,18.48,-10.669432	0.004632
76.15625,18.48,10.669432	0.004632
76.15625,-0.0,-21.338864	0.004632
76.15625,0.0,21.338864	0.004632
192.3125,-12.32,14.225908	-2.519484
192.3125,12.32,14.225908	-2.519484
192.3125,-18.48,3.556476	-2.519484
192.3125,18.48,3.556476	-2.519484
192.3125,-6.16,-17.782388	-2.519484
192.3125,6.16,-17.782388	-2.519484
