x y z charge
-4.00220108     -1.540000      0.889119     -0.625931
-4.00220108     -0.000000     -1.778239     -0.625931
-4.00220108      1.540000      0.889119     -0.625931
-3.99534607      0.000000      0.000000      1.892092
2.65917969     -1.540000     -0.889119      2.515516
2.65917969      0.000000      1.778239      2.515516
2.65917969      1.540000     -0.889119      2.515516
3.56298828     -3.080000      0.000000      0.004632
3.56298828     -1.540000     -2.667358      0.004632
3.56298828     -1.540000      2.667358      0.004632
3.56298828      1.540000     -2.667358      0.004632
3.56298828      1.540000      2.667358      0.004632
3.56298828      3.080000      0.000000      0.004632
4.12915039     -1.540000      0.889119     -2.519484
4.12915039     -0.000000     -1.778239     -2.519484
4.12915039      1.540000      0.889119     -2.519484
-2.93310547     -0.000000     -0.000000     -3.142907
-4.97509766     -3.080000     -1.778239     -0.625931
-4.97509766      0.000000      3.556477     -0.625931
-4.97509766      3.080000     -1.778239     -0.625931
-6.60937500     -3.080000      0.000000      1.892092
-6.60937500     -1.540000     -2.667358      1.892092
-6.60937500     -1.540000      2.667358      1.892092
-6.60937500      1.540000     -2.667358      1.892092
-6.60937500      1.540000      2.667358      1.892092
-6.60937500      3.080000      0.000000      1.892092
25.17187500     -3.080000      1.778239      2.515516
25.17187500     -0.000000     -3.556477      2.515516
25.17187500      3.080000      1.778239      2.515516
3.63867188     -3.080000     -1.778239     -2.519484
3.63867188      0.000000      3.556477     -2.519484
3.63867188      3.080000     -1.778239     -2.519484
-3.23242188     -3.080000     -0.000000     -3.142907
-3.23242188     -1.540000     -2.667358     -3.142907
-3.23242188     -1.540000      2.667358     -3.142907
-3.23242188      1.540000     -2.667358     -3.142907
-3.23242188      1.540000      2.667358     -3.142907
-3.23242188      3.080000     -0.000000     -3.142907
-9.52343750     -3.080000      3.556477     -0.625931
-9.52343750      3.080000      3.556477     -0.625931
-9.52343750     -4.620000      0.889119     -0.625931
-9.52343750      4.620000      0.889119     -0.625931
-9.52343750     -1.540000     -4.445597     -0.625931
-9.52343750      1.540000     -4.445597     -0.625931
6.00781250     -1.540000     -0.889119      4.409069
6.00781250      1.540000     -0.889119      4.409069
6.00781250      0.000000      1.778239      4.409069
-175.25000000     -0.000000     -0.000000     -5.030367
-175.25000000      0.000000      0.000000      5.039632
