-3.201760864,-1.2320000000000002,0.7112952	-0.625931
-3.201760864,-0.0,-1.4225912	-0.625931
-3.201760864,1.2320000000000002,0.7112952	-0.625931
-3.1962768560000003,0.0,0.0	1.892092
2.1273437520000003,-1.2320000000000002,-0.7112952	2.515516
2.1273437520000003,0.0,1.4225912	2.515516
2.1273437520000003,1.2320000000000002,-0.7112952	2.515516
2.850390624,-2.4640000000000004,0.0	0.004632
2.850390624,-1.2320000000000002,-2.1338864	0.004632
2.850390624,-1.2320000000000002,2.1338864	0.004632
2.850390624,1.2320000000000002,-2.1338864	0.004632
2.850390624,1.2320000000000002,2.1338864	0.004632
2.850390624,2.4640000000000004,0.0	0.004632
3.3033203120000003,-1.2320000000000002,0.7112952	-2.519484
3.3033203120000003,-0.0,-1.4225912	-2.519484
3.3033203120000003,1.2320000000000002,0.7112952	-2.519484
-2.3464843760000003,-0.0,-0.0	-3.142907
-3.9800781280000006,-2.4640000000000004,-1.4225912	-0.625931
-3.9800781280000006,0.0,2.8451816	-0.625931
-3.9800781280000006,2.4640000000000004,-1.4225912	-0.625931
-5.2875000000000005,-2.4640000000000004,0.0	1.892092
-5.2875000000000005,-1.2320000000000002,-2.1338864	1.892092
-5.2875000000000005,-1.2320000000000002,2.1338864	1.892092
-5.2875000000000005,1.2320000000000002,-2.1338864	1.892092
-5.2875000000000005,1.2320000000000002,2.1338864	1.892092
-5.2875000000000005,2.4640000000000004,0.0	1.892092
20.137500000000003,-2.4640000000000004,1.4225912	2.515516
20.137500000000003,-0.0,-2.8451816	2.515516
20.137500000000003,2.4640000000000004,1.4225912	2.515516
2.910937504,-2.4640000000000004,-1.4225912	-2.519484
2.910937504,0.0,2.8451816	-2.519484
2.910937504,2.4640000000000004,-1.4225912	-2.519484
-2.5859375040000003,-2.4640000000000004,-0.0	-3.142907
-2.5859375040000003,-1.2320000000000002,-2.1338864	-3.142907
-2.5859375040000003,-1.2320000000000002,2.1338864	-3.142907
-2.5859375040000003,1.2320000000000002,-2.1338864	-3.142907
-2.5859375040000003,1.2320000000000002,2.1338864	-3.142907
-2.5859375040000003,2.4640000000000004,-0.0	-3.142907
-7.61875,-2.4640000000000004,2.8451816	-0.625931
-7.61875,2.4640000000000004,2.8451816	-0.625931
-7.61875,-3.696,0.7112952	-0.625931
-7.61875,3.696,0.7112952	-0.625931
-7.61875,-1.2320000000000002,-3.5564776000000005	-0.625931
-7.61875,1.2320000000000002,-3.5564776000000005	-0.625931
4.80625,-1.2320000000000002,-0.7112952	4.409069
4.80625,1.2320000000000002,-0.7112952	4.409069
4.80625,0.0,1.4225912	4.409069
-140.20000000000002,-0.0,-0.0	-5.030367
-140.20000000000002,0.0,0.0	5.039632
10.814062496,-2.4640000000000004,-2.8451816	2.515516
10.814062496,2.4640000000000004,-2.8451816	2.515516
10.814062496,-3.696,-0.7112952	2.515516
10.814062496,3.696,-0.7112952	2.515516
10.814062496,-1.2320000000000002,3.5564776000000005	2.515516
10.814062496,1.2320000000000002,3.5564776000000005	2.515516
15.231250000000001,-3.696,-2.1338864	0.004632
15.231250000000001,-3.696,2.1338864	0.004632
15.231250000000001,3.696,-2.1338864	0.004632
15.231250000000001,3.696,2.1338864	0.004632
15.231250000000001,-0.0,-4.2677728	0.004632
15.231250000000001,0.0,4.2677728	0.004632
38.462500000000006,-2.4640000000000004,2.8451816	-2.519484
38.462500000000006,2.4640000000000004,2.8451816	-2.519484
38.462500000000006,-3.696,0.7112952	-2.519484
38.462500000000006,3.696,0.7112952	-2.519484
38.462500000000006,-1.2320000000000002,-3.5564776000000005	-2.519484
38.462500000000006,1.2320000000000002,-3.5564776000000005	-2.519484
-116.7,-3.696,-2.1338864	1.892092
-116.7,-3.696,2.1338864	1.892092
-116.7,3.696,-2.1338864	1.892092
-116.7,3.696,2.1338864	1.892092
-116.7,-0.0,-4.2677728	1.892092
-116.7,0.0,4.2677728	1.892092
-94.2,-2.4640000000000004,1.4225912	4.409069
-94.2,-0.0,-2.8451816	4.409069
-94.2,2.4640000000000004,1.4225912	4.409069
-71.2,-2.4640000000000004,-0.0	-5.030367
-71.2,-1.2320000000000002,-2.1338864	-5.030367
-71.2,-1.2320000000000002,2.1338864	-5.030367
-71.2,1.2320000000000002,-2.1338864	-5.030367
-71.2,-2.4640000000000004,0.0	5.039632
-71.2,2.4640000000000004,-0.0	-5.030367
-71.2,1.2320000000000002,2.1338864	-5.030367
-71.2,-1.2320000000000002,-2.1338864	5.039632
-71.2,-1.2320000000000002,2.1338864	5.039632
-71.2,1.2320000000000002,-2.1338864	5.039632
-71.2,2.4640000000000004,0.0	5.039632
-71.2,1.2320000000000002,2.1338864	5.039632
-37.300000000000004,-1.2320000000000002,-0.7112952	-5.660931
-37.300000000000004,0.0,1.4225912	-5.660931
-37.300000000000004,1.2320000000000002,-0.7112952	-5.660931
0.70625,-4.9279992,0.0	0.004632
0.70625,-2.4640000000000004,-4.2677728	0.004632
0.70625,-2.4640000000000004,4.2677728	0.004632
0.70625,2.4640000000000004,-4.2677728	0.004632
0.70625,4.9279992,0.0	0.004632
