-20.0110054,-7.7,4.445595	-0.625931
-20.0110054,-0.0,-8.891195	-0.625931
-20.0110054,7.7,4.445595	-0.625931
-19.97673035,0.0,0.0	1.892092
13.295898450000001,-7.7,-4.445595	2.515516
13.295898450000001,0.0,8.891195	2.515516
13.295898450000001,7.7,-4.445595	2.515516
17.8149414,-15.4,0.0	0.004632
17.8149414,-7.7,-13.33679	0.004632
17.8149414,-7.7,13.33679	0.004632
17.8149414,7.7,-13.33679	0.004632
17.8149414,7.7,13.33679	0.004632
17.8149414,15.4,0.0	0.004632
20.64575195,-7.7,4.445595	-2.519484
20.64575195,-0.0,-8.891195	-2.519484
20.64575195,7.7,4.445595	-2.519484
-14.665527350000001,-0.0,-0.0	-3.142907
-24.8754883,-15.4,-8.891195	-0.625931
-24.8754883,0.0,17.782385	-0.625931
-24.8754883,15.4,-8.891195	-0.625931
-33.046875,-15.4,0.0	1.892092
-33.046875,-7.7,-13.33679	1.892092
-33.046875,-7.7,13.33679	1.892092
-33.046875,7.7,-13.33679	1.892092
-33.046875,7.7,13.33679	1.892092
-33.046875,15.4,0.0	1.892092
125.859375,-15.4,8.891195	2.515516
125.859375,-0.0,-17.782385	2.515516
125.859375,15.4,8.891195	2.515516
18.1933594,-15.4,-8.891195	-2.519484
18.1933594,0.0,17.782385	-2.519484
18.1933594,15.4,-8.891195	-2.519484
-16.1621094,-15.4,-0.0	-3.142907
-16.1621094,-7.7,-13.33679	-3.142907
-16.1621094,-7.7,13.33679	-3.142907
-16.1621094,7.7,-13.33679	-3.142907
-16.1621094,7.7,13.33679	-3.142907
-16.1621094,15.4,-0.0	-3.142907
-47.6171875,-15.4,17.782385	-0.625931
-47.6171875,15.4,17.782385	-0.625931
-47.6171875,-23.1,4.445595	-0.625931
-47.6171875,23.1,4.445595	-0.625931
-47.6171875,-7.7,-22.227985	-0.625931
-47.6171875,7.7,-22.227985	-0.625931
30.0390625,-7.7,-4.445595	4.409069
30.0390625,7.7,-4.445595	4.409069
30.0390625,0.0,8.891195	4.409069
-876.25,-0.0,-0.0	-5.030367
-876.25,0.0,0.0	5.039632
67.5878906,-15.4,-17.782385	2.515516
67.5878906,15.4,-17.782385	2.515516
67.5878906,-23.1,-4.445595	2.515516
67.5878906,23.1,-4.445595	2.515516
67.5878906,-7.7,22.227985	2.515516
67.5878906,7.7,22.227985	2.515516
95.1953125,-23.1,-13.33679	0.004632
95.1953125,-23.1,13.33679	0.004632
95.1953125,23.1,-13.33679	0.004632
95.1953125,23.1,13.33679	0.004632
95.1953125,-0.0,-26.67358	0.004632
95.1953125,0.0,26.67358	0.004632
240.390625,-15.4,17.782385	-2.519484
240.390625,15.4,17.782385	-2.519484
240.390625,-23.1,4.445595	-2.519484
240.390625,23.1,4.445595	-2.519484
240.390625,-7.7,-22.227985	-2.519484
240.390625,7.7,-22.227985	-2.519484
-729.375,-23.1,-13.33679	1.892092
-729.375,-23.1,13.33679	1.892092
-729.375,23.1,-13.33679	1.892092
-729.375,23.1,13.33679	1.892092
-729.375,-0.0,-26.67358	1.892092
-729.375,0.0,26.67358	1.892092
-588.75,-15.4,8.891195	4.409069
-588.75,-0.0,-17.782385	4.409069
-588.75,15.4,8.891195	4.409069
-445.0,-15.4,-0.0	-5.030367
-445.0,-7.7,-13.33679	-5.030367
-445.0,-7.7,13.33679	-5.030367
-445.0,7.7,-13.33679	-5.030367
-445.0,-15.4,0.0	5.039632
-445.0,15.4,-0.0	-5.030367
-445.0,7.7,13.33679	-5.030367
-445.0,-7.7,-13.33679	5.039632
-445.0,-7.7,13.33679	5.039632
-445.0,7.7,-13.33679	5.039632
-445.0,15.4,0.0	5.039632
-445.0,7.7,13.33679	5.039632
-233.125,-7.7,-4.445595	-5.660931
-233.125,0.0,8.891195	-5.660931
-233.125,7.7,-4.445595	-5.660931
4.4140625,-30.799995,0.0	0.004632
4.4140625,-15.4,-26.67358	0.004632
4.4140625,-15.4,26.67358	0.004632
4.4140625,15.4,-26.67358	0.004632
4.4140625,30.799995,0.0	0.004632
4.4140625,15.4,26.67358	0.004632
339.6875,-23.1,13.33679	-3.142907
339.6875,-23.1,-13.33679	-3.142907
339.6875,23.1,-13.33679	-3.142907
339.6875,23.1,13.33679	-3.142907
339.6875,-0.0,-26.67358	-3.142907
339.6875,0.0,26.67358	-3.142907
431.875,-30.799995,-8.891195	-0.625931
431.875,-23.1,-22.227985	-0.625931
431.875,-7.7,31.119175000000002	-0.625931
431.875,23.1,-22.227985	-0.625931
431.875,30.799995,-8.891195	-0.625931
431.875,7.7,31.119175000000002	-0.625931
5.9863281,-30.799995,0.0	1.892092
5.9863281,-15.4,-26.67358	1.892092
5.9863281,-15.4,26.67358	1.892092
5.9863281,15.4,-26.67358	1.892092
5.9863281,30.799995,0.0	1.892092
5.9863281,15.4,26.67358	1.892092
169.21875,-15.4,-17.782385	4.409069
169.21875,15.4,-17.782385	4.409069
169.21875,-23.1,-4.445595	4.409069
169.21875,23.1,-4.445595	4.409069
169.21875,-7.7,22.227985	4.409069
169.21875,7.7,22.227985	4.409069
812.03125,-15.4,8.891195	-5.660931
812.03125,-0.0,-17.782385	-5.660931
812.03125,15.4,8.891195	-5.660931
1.71875,-30.799995,8.891195	2.515516
1.71875,-7.7,-31.119175000000002	2.515516
1.71875,-23.1,22.227985	2.515516
1.71875,7.7,-31.119175000000002	2.515516
1.71875,30.799995,8.891195	2.515516
1.71875,23.1,22.227985	2.515516
-470.9375,-30.799995,-8.891195	-2.519484
-470.9375,-23.1,-22.227985	-2.519484
-470.9375,-7.7,31.119175000000002	-2.519484
-470.9375,23.1,-22.227985	-2.519484
-470.9375,7.7,31.119175000000002	-2.519484
-470.9375,30.799995,-8.891195	-2.519484
-110.3515625,-30.799995,-0.0	-3.142907
-110.3515625,-15.4,-26.67358	-3.142907
-110.3515625,-15.4,26.67358	-3.142907
-110.3515625,15.4,-26.67358	-3.142907
-110.3515625,15.4,26.67358	-3.142907
-110.3515625,30.799995,-0.0	-3.142907
