DATA
83:CLIG
4665:CLIG
9264:CLIG
14208:CLIG
15472:CLIG
16739:CLIG
18006:CLIG
19273:CLIG
20540:CLIG
21807:CLIG
23074:CLIG
24341:CLIG
25433:CLIG
31164:CLIG
36742:CLIG
42034:CLIG
47331:CLIG
52650:CLIG
57215:CLIG
61764:CLIG
66728:CLIG
71678:CLIG
76222:CLIG
81028:CLIG
85840:CLIG
90567:CLIG
95336:CLIG
100036:CLIG
104734:CLIG
109471:CLIG
114180:CLIG
118903:CLIG
123625:CLIG
128183:CLIG
132845:CLIG
137515:CLIG
142176:CLIG
146844:CLIG
151504:CLIG
156149:CLIG
160785:CLIG
165416:CLIG
170053:CLIG
174682:CLIG
179308:CLIG
183948:CLIG
188586:CLIG
193225:CLIG
197866:CLIG
202503:CLIG
207146:CLIG
211787:CLIG
216428:CLIG
221081:CLIG
225734:CLIG
230394:CLIG
235054:CLIG
239735:CLIG
244422:CLIG
249121:CLIG
253826:CLIG
258530:CLIG
263247:CLIG
267954:CLIG
272647:CLIG
277364:CLIG
282078:CLIG
286794:CLIG
291504:CLIG
296219:CLIG
300933:CLIG
305646:CLIG
310360:CLIG
315074:CLIG
319774:CLIG
324474:CLIG
329191:CLIG
333913:CLIG
338635:CLIG
343359:CLIG
348081:CLIG
352802:CLIG
357525:CLIG
362249:CLIG
366978:CLIG
371708:CLIG
376440:CLIG
381168:CLIG
385890:CLIG
390615:CLIG
395336:CLIG
400048:CLIG
404757:CLIG
409471:CLIG
414180:CLIG
418890:CLIG
423591:CLIG
428288:CLIG
432978:CLIG
437663:CLIG
442359:CLIG
447043:CLIG
451734:CLIG
456411:CLIG
461088:CLIG
465761:CLIG
470438:CLIG
475121:CLIG
479801:CLIG
484478:CLIG
489152:CLIG
493825:CLIG
498498:CLIG
503169:CLIG
507839:CLIG
512511:CLIG
517191:CLIG
521863:CLIG
526526:CLIG
531185:CLIG
535842:CLIG
540506:CLIG
545176:CLIG
549844:CLIG
554511:CLIG
559174:CLIG
563844:CLIG
568497:CLIG
573162:CLIG
577821:CLIG
582483:CLIG
587134:CLIG
591790:CLIG
596442:CLIG
601088:CLIG
605737:CLIG
610389:CLIG
615037:CLIG
619690:CLIG
624339:CLIG
628986:CLIG
633641:CLIG
638302:CLIG
642958:CLIG
647619:CLIG
652279:CLIG
656934:CLIG
661595:CLIG
666251:CLIG
670903:CLIG
675573:CLIG
680229:CLIG
684886:CLIG
689553:CLIG
694215:CLIG
698879:CLIG
703544:CLIG
708198:CLIG
712857:CLIG
717518:CLIG
722177:CLIG
726830:CLIG
731489:CLIG
736144:CLIG
740802:CLIG
745464:CLIG
750127:CLIG
754788:CLIG
759451:CLIG
764103:CLIG
768752:CLIG
773410:CLIG
778065:CLIG
782717:CLIG
787373:CLIG
792030:CLIG
796688:CLIG
801346:CLIG
806005:CLIG
810653:CLIG
815306:CLIG
819953:CLIG
824604:CLIG
829256:CLIG
833901:CLIG
838551:CLIG
843202:CLIG
847851:CLIG
852500:CLIG
857151:CLIG
