0	1	2
5.820356044888	0.0	3.575536521263224
5.820356044888	0.0	13.090306873864224
5.820356044888	0.0	0.008753588724393864
5.820356044888	0.0	9.52352394132539
5.820356044888	-3.3603841292955536	8.331932161447051
5.820356044888	3.3603841292955536	17.846702514048047
5.820356044888	-3.3603841292955536	4.753636356781577
5.820356044888	3.3603841292955536	14.268406709382575
-5.820356044888	0.0	-15.454004183938777
-5.820356044888	0.0	-5.939233831337775
-5.820356044888	0.0	-19.020787116477607
-5.820356044888	0.0	-9.506016763876609
-5.820356044888	-3.3603841292955536	-10.69760854375495
-5.820356044888	3.3603841292955536	-1.1828381911539494
-5.820356044888	-3.3603841292955536	-14.275904348420422
-5.820356044888	3.3603841292955536	-4.761133995819424
-5.820356044888	0.0	3.575536521263224
-5.820356044888	0.0	13.090306873864224
-5.820356044888	0.0	0.008753588724393864
-5.820356044888	0.0	9.52352394132539
-5.820356044888	-3.3603841292955536	8.331932161447051
-5.820356044888	3.3603841292955536	17.846702514048047
-5.820356044888	-3.3603841292955536	4.753636356781577
-5.820356044888	3.3603841292955536	14.268406709382575
-2.910178022444	5.040576193943329	-15.454004183938777
-2.910178022444	5.040576193943329	-5.939233831337775
-2.910178022444	5.040576193943329	-19.020787116477607
-2.910178022444	5.040576193943329	-9.506016763876609
-2.910178022444	1.6801920646477748	-10.69760854375495
-2.910178022444	8.400960323238882	-1.1828381911539494
-2.910178022444	1.6801920646477748	-14.275904348420422
-2.910178022444	8.400960323238882	-4.761133995819424
-2.910178022444	5.040576193943329	3.575536521263224
-2.910178022444	5.040576193943329	13.090306873864224
-2.910178022444	5.040576193943329	0.008753588724393864
-2.910178022444	5.040576193943329	9.52352394132539
-2.910178022444	1.6801920646477748	8.331932161447051
-2.910178022444	8.400960323238882	17.846702514048047
-2.910178022444	1.6801920646477748	4.753636356781577
-2.910178022444	8.400960323238882	14.268406709382575
0.0	10.081152387886657	-15.454004183938777
0.0	10.081152387886657	-5.939233831337775
0.0	10.081152387886657	-19.020787116477607
0.0	10.081152387886657	-9.506016763876609
0.0	6.720768258591103	-10.69760854375495
0.0	13.44153651718221	-1.1828381911539494
0.0	6.720768258591103	-14.275904348420422
0.0	13.44153651718221	-4.761133995819424
0.0	10.081152387886657	3.575536521263224
0.0	10.081152387886657	13.090306873864224
0.0	10.081152387886657	0.008753588724393864
0.0	10.081152387886657	9.52352394132539
0.0	6.720768258591103	8.331932161447051
0.0	13.44153651718221	17.846702514048047
0.0	6.720768258591103	4.753636356781577
0.0	13.44153651718221	14.268406709382575
-2.910178022444	-5.040576193943329	-15.454004183938777
-2.910178022444	-5.040576193943329	-5.939233831337775
-2.910178022444	-5.040576193943329	-19.020787116477607
-2.910178022444	-5.040576193943329	-9.506016763876609
-2.910178022444	-8.400960323238882	-10.69760854375495
-2.910178022444	-1.6801920646477748	-1.1828381911539494
-2.910178022444	-8.400960323238882	-14.275904348420422
-2.910178022444	-1.6801920646477748	-4.761133995819424
-2.910178022444	-5.040576193943329	3.575536521263224
-2.910178022444	-5.040576193943329	13.090306873864224
-2.910178022444	-5.040576193943329	0.008753588724393864
-2.910178022444	-5.040576193943329	9.52352394132539
-2.910178022444	-8.400960323238882	8.331932161447051
-2.910178022444	-1.6801920646477748	17.846702514048047
-2.910178022444	-8.400960323238882	4.753636356781577
-2.910178022444	-1.6801920646477748	14.268406709382575
0.0	0.0	-15.454004183938777
0.0	0.0	-5.939233831337775
0.0	0.0	-19.020787116477607
0.0	0.0	-9.506016763876609
0.0	-3.3603841292955536	-10.69760854375495
0.0	3.3603841292955536	-1.1828381911539494
0.0	-3.3603841292955536	-14.275904348420422
0.0	3.3603841292955536	-4.761133995819424
0.0	0.0	3.575536521263224
0.0	0.0	13.090306873864224
7.105426844756979e-15	-7.105426844756979e-15	0.008753588724390273
0.0	0.0	9.52352394132539
0.0	-3.3603841292955536	8.331932161447051
0.0	3.3603841292955536	17.846702514048047
0.0	-3.3603841292955536	4.753636356781577
0.0	3.3603841292955536	14.268406709382575
2.910178022444	5.040576193943329	-15.454004183938777
2.910178022444	5.040576193943329	-5.939233831337775
2.910178022444	5.040576193943329	-19.020787116477607
2.910178022444	5.040576193943329	-9.506016763876609
2.910178022444	1.6801920646477748	-10.69760854375495
2.910178022444	8.400960323238882	-1.1828381911539494
2.910178022444	1.6801920646477748	-14.275904348420422
2.910178022444	8.400960323238882	-4.761133995819424
2.910178022444	5.040576193943329	3.575536521263224
2.910178022444	5.040576193943329	13.090306873864224
2.910178022444	5.040576193943329	0.008753588724393864
2.910178022444	5.040576193943329	9.52352394132539
2.910178022444	1.6801920646477748	8.331932161447051
2.910178022444	8.400960323238882	17.846702514048047
2.910178022444	1.6801920646477748	4.753636356781577
2.910178022444	8.400960323238882	14.268406709382575
0.0	-10.081152387886657	-15.454004183938777
0.0	-10.081152387886657	-5.939233831337775
0.0	-10.081152387886657	-19.020787116477607
0.0	-10.081152387886657	-9.506016763876609
0.0	-13.44153651718221	-10.69760854375495
0.0	-6.720768258591103	-1.1828381911539494
0.0	-13.44153651718221	-14.275904348420422
0.0	-6.720768258591103	-4.761133995819424
0.0	-10.081152387886657	3.575536521263224
0.0	-10.081152387886657	13.090306873864224
0.0	-10.081152387886657	0.008753588724393864
0.0	-10.081152387886657	9.52352394132539
0.0	-13.44153651718221	8.331932161447051
0.0	-6.720768258591103	17.846702514048047
0.0	-13.44153651718221	4.753636356781577
0.0	-6.720768258591103	14.268406709382575
2.910178022444	-5.040576193943329	-15.454004183938777
2.910178022444	-5.040576193943329	-5.939233831337775
2.910178022444	-5.040576193943329	-19.020787116477607
2.910178022444	-5.040576193943329	-9.506016763876609
2.910178022444	-8.400960323238882	-10.69760854375495
2.910178022444	-1.6801920646477748	-1.1828381911539494
2.910178022444	-8.400960323238882	-14.275904348420422
2.910178022444	-1.6801920646477748	-4.761133995819424
2.910178022444	-5.040576193943329	3.575536521263224
2.910178022444	-5.040576193943329	13.090306873864224
2.910178022444	-5.040576193943329	0.008753588724393864
2.910178022444	-5.040576193943329	9.52352394132539
2.910178022444	-8.400960323238882	8.331932161447051
2.910178022444	-1.6801920646477748	17.846702514048047
2.910178022444	-8.400960323238882	4.753636356781577
2.910178022444	-1.6801920646477748	14.268406709382575
5.820356044888	0.0	-15.454004183938777
5.820356044888	0.0	-5.939233831337775
5.820356044888	0.0	-19.020787116477607
5.820356044888	0.0	-9.506016763876609
5.820356044888	-3.3603841292955536	-10.69760854375495
5.820356044888	3.3603841292955536	-1.1828381911539494
5.820356044888	-3.3603841292955536	-14.275904348420422
5.820356044888	3.3603841292955536	-4.761133995819424
