    A       	B
    0.8400    5.6785
    0.8501    5.7228
    0.8602    5.7685
    0.8703    5.8151
    0.8804    5.8621
    0.8905    5.9090
    0.9006    5.9553
    0.9107    6.0004
    0.9209    6.0083
    0.9311    6.0310
    0.9412    6.0659
    0.9514    6.1096
    0.9616    6.1582
    0.9718    6.2074
    0.9820    6.2528
    0.9922    6.2901
    1.0024    6.3147
    1.0126    6.3233
    1.0227    6.3145
    1.0328    6.2914
    1.0429    6.2596
    1.0530    6.2231
    1.0631    6.1849
    1.0732    6.1467
    1.0833    6.1103
    1.0934    6.0771
    1.1035    6.0487
    1.1136    6.0276
    1.1237    6.0173
    1.1338    6.0229
    1.1439    6.0498
    1.1540    6.0998
    1.1641    6.1679
    1.1742    6.2439
    1.1843    6.3169
    1.1944    6.3796
    1.2045    6.4305
    1.2146    6.4737
    1.2247    6.5147
    1.2348    6.5577
    1.2449    6.6051
    1.2550    6.6573
    1.2651    6.7137
    1.2752    6.7722
    1.2853    6.8303
    1.2954    6.8854
    1.3055    6.9348
    1.3156    6.9759
    1.3257    7.0069
    1.3358    7.0262
    1.3459    7.0327
    1.3560    7.0337
    1.3662    7.0367
    1.3763    7.0418
    1.3864    7.0488
    1.3965    7.0578
    1.4067    7.0688
    1.4168    7.0817
    1.4269    7.0967
    1.4371    7.1135
    1.4472    7.1323
    1.4573    7.1529
    1.4674    7.1755
    1.4776    7.1998
    1.4877    7.2260
    1.4978    7.2540
    1.5080    7.2837
    1.5181    7.3151
    1.5282    7.3482
    1.5384    7.3828
    1.5485    7.4190
    1.5586    7.4568
    1.5687    7.4959
    1.5789    7.5364
    1.5890    7.5782
    1.5991    7.6212
    1.6093    7.6654
    1.6194    7.7106
    1.6295    7.7567
    1.6396    7.8037
    1.6498    7.8514
    1.6599    7.8998
    1.6700    7.9486
    1.6802    7.9977
    1.6903    8.0471
    1.7004    8.0964
    1.7105    8.1457
    1.7207    8.1947
    1.7308    8.2432
    1.7409    8.2911
    1.7511    8.3380
    1.7612    8.3839
    1.7713    8.4285
    1.7814    8.4716
    1.7916    8.5129
    1.8017    8.5522
    1.8118    8.5894
    1.8220    8.6241
    1.8321    8.6561
    1.8422    8.6854
    1.8523    8.7116
    1.8625    8.7346
    1.8726    8.7542
    1.8827    8.7704
    1.8929    8.7831
    1.9030    8.7922
    1.9131    8.7977
    1.9233    8.7995
    1.9334    8.8287
    1.9436    8.8581
    1.9538    8.8878
    1.9640    8.9175
    1.9742    8.9471
    1.9844    8.9762
    1.9946    9.0045
    2.0048    9.0308
    2.0150    9.0525
    2.0251    9.0619

    0.0000    9.1470
    0.0101    9.1416
    0.0203    9.1256
    0.0304    9.0991
    0.0405    9.0622
    0.0506    9.0359
    0.0608    9.0240
    0.0709    9.0098
    0.0810    8.9931
    0.0912    8.9740
    0.1013    8.9524
    0.1114    8.8806
    0.1215    8.7842
    0.1317    8.6841
    0.1418    8.5815
    0.1519    8.4778
    0.1621    8.3748
    0.1722    8.2749
    0.1823    8.1806
    0.1925    8.0947
    0.2026    8.0197
    0.2127    7.9567
    0.2228    7.9057
    0.2330    7.8655
    0.2431    7.8345
    0.2532    7.8108
    0.2634    7.7928
    0.2735    7.7791
    0.2836    7.7685
    0.2937    7.7600
    0.3039    7.7528
    0.3140    7.7462
    0.3241    7.7397
    0.3343    7.7328
    0.3444    7.7251
    0.3545    7.7162
    0.3646    7.7058
    0.3748    7.6935
    0.3849    7.6793
    0.3950    7.6628
    0.4052    7.6440
    0.4153    7.6226
    0.4254    7.5987
    0.4355    7.5723
    0.4457    7.5433
    0.4558    7.5118
    0.4659    7.4782
    0.4761    7.4426
    0.4862    7.4054
    0.4963    7.3670
    0.5064    7.3283
    0.5166    7.2900
    0.5267    7.2531
    0.5368    7.2191
    0.5470    7.1897
    0.5571    7.1667
    0.5672    7.1520
    0.5774    7.1469
    0.5875    7.1400
    0.5976    7.1192
    0.6077    7.0848
    0.6178    7.0371
    0.6279    6.9769
    0.6380    6.9050
    0.6481    6.8224
    0.6582    6.7303
    0.6683    6.6300
    0.6784    6.5244
    0.6885    6.5354
    0.6986    6.5472
    0.7087    6.5587
    0.7188    6.5680
    0.7289    6.5717
    0.7390    6.5632
    0.7491    6.5311
    0.7592    6.4654
    0.7693    6.3692
    0.7794    6.2541
    0.7895    6.1294
    0.7996    6.0003
    0.8097    5.8697
    0.8198    5.7403
    0.8299    5.7217
    0.8400    5.7622
    0.8501    5.8055
    0.8602    5.8506
    0.8703    5.8968
    0.8804    5.9427
    0.8905    5.9853
    0.9006    6.0142
    0.9107    6.0005
    0.9209    6.0083
    0.9311    6.0310
    0.9412    6.0660
    0.9514    6.1097
    0.9616    6.1583
    0.9718    6.2074
    0.9820    6.2529
    0.9922    6.2901
    1.0024    6.3147
    1.0126    6.3233
    1.0227    6.3145
    1.0328    6.2914
    1.0429    6.2596
    1.0530    6.2231
    1.0631    6.1849
    1.0732    6.1467
    1.0833    6.1103
    1.0934    6.0771
    1.1035    6.0487
    1.1136    6.0276
    1.1237    6.0173
    1.1338    6.0229
    1.1439    6.0498
    1.1540    6.0998
    1.1641    6.1679
    1.1742    6.2439
    1.1843    6.3169
    1.1944    6.3796
    1.2045    6.4305
    1.2146    6.4737
    1.2247    6.5147
    1.2348    6.5577
    1.2449    6.6051
    1.2550    6.6573
    1.2651    6.7137
    1.2752    6.7722
    1.2853    6.8303
    1.2954    6.8854
    1.3055    6.9348
    1.3156    6.9759
    1.3257    7.0069
    1.3358    7.0262
    1.3459    7.0327
    1.3560    7.0337
    1.3662    7.0367
    1.3763    7.0418
    1.3864    7.0488
    1.3965    7.0578
    1.4067    7.0688
    1.4168    7.0817
    1.4269    7.0967
    1.4371    7.1135
    1.4472    7.1323
    1.4573    7.1529
    1.4674    7.1755
    1.4776    7.1998
    1.4877    7.2260
    1.4978    7.2540
    1.5080    7.2837
    1.5181    7.3151
    1.5282    7.3482
    1.5384    7.3828
    1.5485    7.4190
    1.5586    7.4568
    1.5687    7.4959
    1.5789    7.5364
    1.5890    7.5782
    1.5991    7.6212
    1.6093    7.6654
    1.6194    7.7106
    1.6295    7.7567
    1.6396    7.8037
    1.6498    7.8514
    1.6599    7.8998
    1.6700    7.9486
    1.6802    7.9977
    1.6903    8.0471
    1.7004    8.0964
    1.7105    8.1457
    1.7207    8.1947
    1.7308    8.2432
    1.7409    8.2911
    1.7511    8.3380
    1.7612    8.3839
    1.7713    8.4285
    1.7814    8.4716
    1.7916    8.5129
    1.8017    8.5522
    1.8118    8.5894
    1.8220    8.6241
    1.8321    8.6561
    1.8422    8.6854
    1.8523    8.7116
    1.8625    8.7346
    1.8726    8.7542
    1.8827    8.7704
    1.8929    8.7831
    1.9030    8.7922
    1.9131    8.7977
    1.9233    8.7995
    1.9334    8.8287
    1.9436    8.9293
    1.9538    9.0373
    1.9640    9.1334
    1.9742    9.2168
    1.9844    9.2251
    1.9946    9.2001
    2.0048    9.1761
    2.0150    9.1560
    2.0251    9.1470

    0.0000    9.1470
    0.0101    9.1457
    0.0203    9.1419
    0.0304    9.1356
    0.0405    9.1267
    0.0506    9.1152
    0.0608    9.1011
    0.0709    9.0843
    0.0810    9.0650
    0.0912    9.0430
    0.1013    8.9722
    0.1114    8.9284
    0.1215    8.9021
    0.1317    8.8736
    0.1418    8.8430
    0.1519    8.8105
    0.1621    8.7761
    0.1722    8.7402
    0.1823    8.7028
    0.1925    8.6641
    0.2026    8.6244
    0.2127    8.5838
    0.2228    8.5425
    0.2330    8.5006
    0.2431    8.4584
    0.2532    8.4160
    0.2634    8.3736
    0.2735    8.3313
    0.2836    8.2893
    0.2937    8.2476
    0.3039    8.2065
    0.3140    8.1660
    0.3241    8.1263
    0.3343    8.0874
    0.3444    8.0495
    0.3545    8.0126
    0.3646    7.9769
    0.3748    7.9423
    0.3849    7.9091
    0.3950    7.8772
    0.4052    7.8467
    0.4153    7.8177
    0.4254    7.7902
    0.4355    7.7643
    0.4457    7.7399
    0.4558    7.7173
    0.4659    7.6963
    0.4761    7.6770
    0.4862    7.6595
    0.4963    7.6438
    0.5064    7.6298
    0.5166    7.6177
    0.5267    7.6074
    0.5368    7.5990
    0.5470    7.5924
    0.5571    7.5877
    0.5672    7.5849
    0.5774    7.5839
    0.5875    7.5803
    0.5976    7.5683
    0.6077    7.5464
    0.6178    7.5159
    0.6279    7.4786
    0.6380    7.4369
    0.6481    7.3931
    0.6582    7.3496
    0.6683    7.3083
    0.6784    7.2710
    0.6885    7.2386
    0.6986    7.2116
    0.7087    7.1900
    0.7188    7.1733
    0.7289    7.1088
    0.7390    7.0056
    0.7491    6.9257
    0.7592    6.8796
    0.7693    6.8649
    0.7794    6.8703
    0.7895    6.8868
    0.7996    6.9090
    0.8097    6.9295
    0.8198    6.8965
    0.8299    6.8216
    0.8400    6.7401
    0.8501    6.6552
    0.8602    6.5676
    0.8703    6.4783
    0.8804    6.3887
    0.8905    6.3021
    0.9006    6.2290
    0.9107    6.1984
    0.9209    6.2065
    0.9311    6.2300
    0.9412    6.2674
    0.9514    6.3167
    0.9616    6.3753
    0.9718    6.4409
    0.9820    6.5112
    0.9922    6.5842
    1.0024    6.6582
    1.0126    6.7315
    1.0227    6.7363
    1.0328    6.7459
    1.0429    6.7540
    1.0530    6.7570
    1.0631    6.7541
    1.0732    6.7464
    1.0833    6.7353
    1.0934    6.7221
    1.1035    6.7081
    1.1136    6.6944
    1.1237    6.6819
    1.1338    6.6719
    1.1439    6.6656
    1.1540    6.6648
    1.1641    6.6724
    1.1742    6.6920
    1.1843    6.7283
    1.1944    6.7848
    1.2045    6.8602
    1.2146    6.9491
    1.2247    7.0450
    1.2348    7.1427
    1.2449    7.2381
    1.2550    7.3280
    1.2651    7.4101
    1.2752    7.4823
    1.2853    7.5431
    1.2954    7.5921
    1.3055    7.6294
    1.3156    7.6562
    1.3257    7.6740
    1.3358    7.6840
    1.3459    7.6873
    1.3560    7.6868
    1.3662    7.6856
    1.3763    7.6838
    1.3864    7.6816
    1.3965    7.6796
    1.4067    7.6782
    1.4168    7.6781
    1.4269    7.6800
    1.4371    7.6848
    1.4472    7.6932
    1.4573    7.7059
    1.4674    7.7236
    1.4776    7.7467
    1.4877    7.7751
    1.4978    7.8087
    1.5080    7.8468
    1.5181    7.8889
    1.5282    7.9341
    1.5384    7.9814
    1.5485    8.0303
    1.5586    8.0798
    1.5687    8.1294
    1.5789    8.1785
    1.5890    8.2267
    1.5991    8.2736
    1.6093    8.3190
    1.6194    8.3626
    1.6295    8.4043
    1.6396    8.4441
    1.6498    8.4818
    1.6599    8.5175
    1.6700    8.5512
    1.6802    8.5831
    1.6903    8.6131
    1.7004    8.6416
    1.7105    8.6687
    1.7207    8.6945
    1.7308    8.7196
    1.7409    8.7441
    1.7511    8.7687
    1.7612    8.7940
    1.7713    8.8207
    1.7814    8.8499
    1.7916    8.8827
    1.8017    8.9201
    1.8118    8.9627
    1.8220    9.0102
    1.8321    9.0612
    1.8422    9.1135
    1.8523    9.1647
    1.8625    9.2128
    1.8726    9.2559
    1.8827    9.2926
    1.8929    9.3220
    1.9030    9.3434
    1.9131    9.3564
    1.9233    9.3608
    1.9334    9.3410
    1.9436    9.3199
    1.9538    9.2976
    1.9640    9.2742
    1.9742    9.2500
    1.9844    9.2251
    1.9946    9.2001
    2.0048    9.1761
    2.0150    9.1560
    2.0251    9.1470

    0.0000    9.4134
    0.0101    9.4123
    0.0203    9.4092
    0.0304    9.4031
    0.0405    9.3752
    0.0506    9.3293
    0.0608    9.2739
    0.0709    9.2097
    0.0810    9.1376
    0.0912    9.0582
    0.1013    9.0186
    0.1114    8.9918
    0.1215    8.9627
    0.1317    8.9315
    0.1418    8.8984
    0.1519    8.8634
    0.1621    8.8268
    0.1722    8.7888
    0.1823    8.7495
    0.1925    8.7092
    0.2026    8.6679
    0.2127    8.6260
    0.2228    8.5834
    0.2330    8.5405
    0.2431    8.4974
    0.2532    8.4542
    0.2634    8.4110
    0.2735    8.3681
    0.2836    8.3256
    0.2937    8.2835
    0.3039    8.2420
    0.3140    8.2012
    0.3241    8.1611
    0.3343    8.1220
    0.3444    8.0839
    0.3545    8.0469
    0.3646    8.0110
    0.3748    7.9764
    0.3849    7.9430
    0.3950    7.9110
    0.4052    7.8805
    0.4153    7.8514
    0.4254    7.8238
    0.4355    7.7979
    0.4457    7.7735
    0.4558    7.7508
    0.4659    7.7298
    0.4761    7.7105
    0.4862    7.6930
    0.4963    7.6772
    0.5064    7.6633
    0.5166    7.6511
    0.5267    7.6409
    0.5368    7.6324
    0.5470    7.6258
    0.5571    7.6211
    0.5672    7.6183
    0.5774    7.6173
    0.5875    7.6160
    0.5976    7.6134
    0.6077    7.6119
    0.6178    7.6117
    0.6279    7.6126
    0.6380    7.6143
    0.6481    7.6164
    0.6582    7.6189
    0.6683    7.6214
    0.6784    7.6182
    0.6885    7.5717
    0.6986    7.4606
    0.7087    7.3422
    0.7188    7.2235
    0.7289    7.1611
    0.7390    7.1526
    0.7491    7.1473
    0.7592    7.1445
    0.7693    7.1437
    0.7794    7.1445
    0.7895    7.1247
    0.7996    7.0576
    0.8097    6.9928
    0.8198    6.9810
    0.8299    7.0100
    0.8400    7.0441
    0.8501    7.0805
    0.8602    7.1183
    0.8703    7.1572
    0.8804    7.1652
    0.8905    7.1651
    0.9006    7.1648
    0.9107    7.1646
    0.9209    7.1595
    0.9311    7.1443
    0.9412    7.1193
    0.9514    7.0850
    0.9616    7.0421
    0.9718    6.9915
    0.9820    6.9340
    0.9922    6.8707
    1.0024    6.8028
    1.0126    6.7315
    1.0227    6.7363
    1.0328    6.7459
    1.0429    6.7540
    1.0530    6.7570
    1.0631    6.7541
    1.0732    6.7464
    1.0833    6.7353
    1.0934    6.7221
    1.1035    6.7081
    1.1136    6.6944
    1.1237    6.6819
    1.1338    6.6719
    1.1439    6.6656
    1.1540    6.6648
    1.1641    6.6724
    1.1742    6.6920
    1.1843    6.7283
    1.1944    6.7848
    1.2045    6.8602
    1.2146    6.9491
    1.2247    7.0450
    1.2348    7.1427
    1.2449    7.2381
    1.2550    7.3280
    1.2651    7.4101
    1.2752    7.4823
    1.2853    7.5431
    1.2954    7.5921
    1.3055    7.6294
    1.3156    7.6562
    1.3257    7.6740
    1.3358    7.6840
    1.3459    7.6873
    1.3560    7.6868
    1.3662    7.6856
    1.3763    7.6838
    1.3864    7.6816
    1.3965    7.6796
    1.4067    7.6782
    1.4168    7.6781
    1.4269    7.6800
    1.4371    7.6848
    1.4472    7.6932
    1.4573    7.7059
    1.4674    7.7236
    1.4776    7.7467
    1.4877    7.7751
    1.4978    7.8087
    1.5080    7.8468
    1.5181    7.8889
    1.5282    7.9341
    1.5384    7.9814
    1.5485    8.0303
    1.5586    8.0798
    1.5687    8.1294
    1.5789    8.1785
    1.5890    8.2267
    1.5991    8.2736
    1.6093    8.3190
    1.6194    8.3626
    1.6295    8.4043
    1.6396    8.4441
    1.6498    8.4818
    1.6599    8.5175
    1.6700    8.5512
    1.6802    8.5831
    1.6903    8.6131
    1.7004    8.6416
    1.7105    8.6687
    1.7207    8.6945
    1.7308    8.7196
    1.7409    8.7441
    1.7511    8.7687
    1.7612    8.7940
    1.7713    8.8207
    1.7814    8.8499
    1.7916    8.8827
    1.8017    8.9201
    1.8118    8.9627
    1.8220    9.0102
    1.8321    9.0612
    1.8422    9.1135
    1.8523    9.1647
    1.8625    9.2128
    1.8726    9.2559
    1.8827    9.2926
    1.8929    9.3220
    1.9030    9.3434
    1.9131    9.3564
    1.9233    9.3608
    1.9334    9.3410
    1.9436    9.3199
    1.9538    9.2976
    1.9640    9.2742
    1.9742    9.2500
    1.9844    9.2864
    1.9946    9.3413
    2.0048    9.3811
    2.0150    9.4053
    2.0251    9.4134

    0.0000    9.4608
    0.0101    9.4554
    0.0203    9.4396
    0.0304    9.4145
    0.0405    9.3991
    0.0506    9.3904
    0.0608    9.3804
    0.0709    9.3689
    0.0810    9.3558
    0.0912    9.3411
    0.1013    9.3247
    0.1114    9.3065
    0.1215    9.2867
    0.1317    9.2650
    0.1418    9.2416
    0.1519    9.2164
    0.1621    9.1893
    0.1722    9.1604
    0.1823    9.1297
    0.1925    9.0972
    0.2026    9.0630
    0.2127    9.0271
    0.2228    8.9897
    0.2330    8.9508
    0.2431    8.9107
    0.2532    8.8694
    0.2634    8.8271
    0.2735    8.7842
    0.2836    8.7409
    0.2937    8.6974
    0.3039    8.6540
    0.3140    8.6109
    0.3241    8.5684
    0.3343    8.5266
    0.3444    8.4857
    0.3545    8.4457
    0.3646    8.4065
    0.3748    8.3681
    0.3849    8.3303
    0.3950    8.2929
    0.4052    8.2556
    0.4153    8.2183
    0.4254    8.1807
    0.4355    8.1429
    0.4457    8.1046
    0.4558    8.0660
    0.4659    8.0271
    0.4761    7.9883
    0.4862    7.9498
    0.4963    7.9122
    0.5064    7.8760
    0.5166    7.8419
    0.5267    7.8109
    0.5368    7.7837
    0.5470    7.7613
    0.5571    7.7445
    0.5672    7.7342
    0.5774    7.7307
    0.5875    7.7298
    0.5976    7.7270
    0.6077    7.7223
    0.6178    7.7154
    0.6279    7.7063
    0.6380    7.6946
    0.6481    7.6803
    0.6582    7.6630
    0.6683    7.6426
    0.6784    7.6240
    0.6885    7.6009
    0.6986    7.5653
    0.7087    7.5311
    0.7188    7.4937
    0.7289    7.4526
    0.7390    7.4077
    0.7491    7.3589
    0.7592    7.3061
    0.7693    7.2494
    0.7794    7.1889
    0.7895    7.1463
    0.7996    7.1488
    0.8097    7.1517
    0.8198    7.1548
    0.8299    7.1577
    0.8400    7.1603
    0.8501    7.1624
    0.8602    7.1639
    0.8703    7.1649
    0.8804    7.1970
    0.8905    7.2374
    0.9006    7.2784
    0.9107    7.3198
    0.9209    7.3158
    0.9311    7.3043
    0.9412    7.2857
    0.9514    7.2614
    0.9616    7.2327
    0.9718    7.2021
    0.9820    7.1724
    0.9922    7.1471
    1.0024    7.1299
    1.0126    7.1237
    1.0227    7.1275
    1.0328    7.1399
    1.0429    7.1621
    1.0530    7.1938
    1.0631    7.2331
    1.0732    7.2777
    1.0833    7.3253
    1.0934    7.3741
    1.1035    7.4228
    1.1136    7.4705
    1.1237    7.5167
    1.1338    7.5608
    1.1439    7.6026
    1.1540    7.6420
    1.1641    7.6789
    1.1742    7.7133
    1.1843    7.7454
    1.1944    7.7752
    1.2045    7.8030
    1.2146    7.8290
    1.2247    7.8536
    1.2348    7.8771
    1.2449    7.9002
    1.2550    7.9232
    1.2651    7.9468
    1.2752    7.9714
    1.2853    7.9972
    1.2954    8.0234
    1.3055    8.0489
    1.3156    8.0717
    1.3257    8.0898
    1.3358    8.1014
    1.3459    8.1054
    1.3560    8.1063
    1.3662    8.1089
    1.3763    8.1132
    1.3864    8.1193
    1.3965    8.1271
    1.4067    8.1367
    1.4168    8.1479
    1.4269    8.1608
    1.4371    8.1753
    1.4472    8.1915
    1.4573    8.2092
    1.4674    8.2285
    1.4776    8.2493
    1.4877    8.2717
    1.4978    8.2955
    1.5080    8.3206
    1.5181    8.3471
    1.5282    8.3749
    1.5384    8.4039
    1.5485    8.4341
    1.5586    8.4653
    1.5687    8.4975
    1.5789    8.5307
    1.5890    8.5647
    1.5991    8.5994
    1.6093    8.6347
    1.6194    8.6705
    1.6295    8.7068
    1.6396    8.7433
    1.6498    8.7800
    1.6599    8.8167
    1.6700    8.8533
    1.6802    8.8896
    1.6903    8.9254
    1.7004    8.9608
    1.7105    8.9954
    1.7207    9.0291
    1.7308    9.0617
    1.7409    9.0931
    1.7511    9.1232
    1.7612    9.1518
    1.7713    9.1788
    1.7814    9.2040
    1.7916    9.2273
    1.8017    9.2488
    1.8118    9.2683
    1.8220    9.2857
    1.8321    9.3012
    1.8422    9.3146
    1.8523    9.3262
    1.8625    9.3359
    1.8726    9.3438
    1.8827    9.3501
    1.8929    9.3549
    1.9030    9.3582
    1.9131    9.3601
    1.9233    9.3608
    1.9334    9.3790
    1.9436    9.3956
    1.9538    9.4105
    1.9640    9.4236
    1.9742    9.4348
    1.9844    9.4441
    1.9946    9.4513
    2.0048    9.4565
    2.0150    9.4597
    2.0251    9.4608

    0.0000    9.4608
    0.0101    9.4603
    0.0203    9.4589
    0.0304    9.4566
    0.0405    9.4532
    0.0506    9.4486
    0.0608    9.4428
    0.0709    9.4355
    0.0810    9.4267
    0.0912    9.4161
    0.1013    9.4039
    0.1114    9.3898
    0.1215    9.3739
    0.1317    9.3561
    0.1418    9.3364
    0.1519    9.3150
    0.1621    9.2917
    0.1722    9.2669
    0.1823    9.2405
    0.1925    9.2127
    0.2026    9.1836
    0.2127    9.1534
    0.2228    9.1222
    0.2330    9.0902
    0.2431    9.0574
    0.2532    9.0241
    0.2634    8.9905
    0.2735    8.9566
    0.2836    8.9225
    0.2937    8.8886
    0.3039    8.8547
    0.3140    8.8212
    0.3241    8.7880
    0.3343    8.7554
    0.3444    8.7233
    0.3545    8.6920
    0.3646    8.6615
    0.3748    8.6319
    0.3849    8.6033
    0.3950    8.5757
    0.4052    8.5493
    0.4153    8.5240
    0.4254    8.5000
    0.4355    8.4773
    0.4457    8.4559
    0.4558    8.4360
    0.4659    8.4175
    0.4761    8.4005
    0.4862    8.3850
    0.4963    8.3711
    0.5064    8.3587
    0.5166    8.3480
    0.5267    8.3388
    0.5368    8.3313
    0.5470    8.3255
    0.5571    8.3213
    0.5672    8.3188
    0.5774    8.3179
    0.5875    8.3108
    0.5976    8.2895
    0.6077    8.2544
    0.6178    8.2062
    0.6279    8.1456
    0.6380    8.0735
    0.6481    7.9910
    0.6582    7.8992
    0.6683    7.7995
    0.6784    7.6936
    0.6885    7.6263
    0.6986    7.6283
    0.7087    7.6299
    0.7188    7.6309
    0.7289    7.6310
    0.7390    7.6303
    0.7491    7.6285
    0.7592    7.6255
    0.7693    7.6210
    0.7794    7.6150
    0.7895    7.6072
    0.7996    7.5975
    0.8097    7.5857
    0.8198    7.5715
    0.8299    7.5549
    0.8400    7.5358
    0.8501    7.5138
    0.8602    7.4891
    0.8703    7.4613
    0.8804    7.4305
    0.8905    7.3967
    0.9006    7.3598
    0.9107    7.3198
    0.9209    7.3159
    0.9311    7.3043
    0.9412    7.2858
    0.9514    7.2614
    0.9616    7.2328
    0.9718    7.2022
    0.9820    7.1725
    0.9922    7.1471
    1.0024    7.1299
    1.0126    7.1237
    1.0227    7.1275
    1.0328    7.1399
    1.0429    7.1621
    1.0530    7.1938
    1.0631    7.2331
    1.0732    7.2777
    1.0833    7.3253
    1.0934    7.3741
    1.1035    7.4228
    1.1136    7.4705
    1.1237    7.5167
    1.1338    7.5608
    1.1439    7.6026
    1.1540    7.6420
    1.1641    7.6789
    1.1742    7.7133
    1.1843    7.7454
    1.1944    7.7752
    1.2045    7.8030
    1.2146    7.8290
    1.2247    7.8536
    1.2348    7.8771
    1.2449    7.9002
    1.2550    7.9232
    1.2651    7.9468
    1.2752    7.9714
    1.2853    7.9972
    1.2954    8.0234
    1.3055    8.0489
    1.3156    8.0717
    1.3257    8.0898
    1.3358    8.1014
    1.3459    8.1054
    1.3560    8.1063
    1.3662    8.1089
    1.3763    8.1132
    1.3864    8.1193
    1.3965    8.1271
    1.4067    8.1367
    1.4168    8.1479
    1.4269    8.1608
    1.4371    8.1753
    1.4472    8.1915
    1.4573    8.2092
    1.4674    8.2285
    1.4776    8.2493
    1.4877    8.2717
    1.4978    8.2955
    1.5080    8.3206
    1.5181    8.3471
    1.5282    8.3749
    1.5384    8.4039
    1.5485    8.4341
    1.5586    8.4653
    1.5687    8.4975
    1.5789    8.5307
    1.5890    8.5647
    1.5991    8.5994
    1.6093    8.6347
    1.6194    8.6705
    1.6295    8.7068
    1.6396    8.7433
    1.6498    8.7800
    1.6599    8.8167
    1.6700    8.8533
    1.6802    8.8896
    1.6903    8.9254
    1.7004    8.9608
    1.7105    8.9954
    1.7207    9.0291
    1.7308    9.0617
    1.7409    9.0931
    1.7511    9.1232
    1.7612    9.1518
    1.7713    9.1788
    1.7814    9.2040
    1.7916    9.2273
    1.8017    9.2488
    1.8118    9.2683
    1.8220    9.2857
    1.8321    9.3012
    1.8422    9.3146
    1.8523    9.3262
    1.8625    9.3359
    1.8726    9.3438
    1.8827    9.3501
    1.8929    9.3549
    1.9030    9.3582
    1.9131    9.3601
    1.9233    9.3608
    1.9334    9.3790
    1.9436    9.3956
    1.9538    9.4105
    1.9640    9.4236
    1.9742    9.4348
    1.9844    9.4441
    1.9946    9.4513
    2.0048    9.4565
    2.0150    9.4597
    2.0251    9.4608

    0.0000   14.5138
    0.0101   14.5194
    0.0203   14.5359
    0.0304   14.5626
    0.0405   14.5980
    0.0506   14.6402
    0.0608   14.6861
    0.0709   14.7314
    0.0810   14.7702
    0.0912   14.7944
    0.1013   14.7956
    0.1114   14.7683
    0.1215   14.7135
    0.1317   14.6368
    0.1418   14.5448
    0.1519   14.4425
    0.1621   14.3338
    0.1722   14.2210
    0.1823   14.1059
    0.1925   13.9898
    0.2026   13.8736
    0.2127   13.7578
    0.2228   13.6430
    0.2330   13.5296
    0.2431   13.4179
    0.2532   13.3082
    0.2634   13.2007
    0.2735   13.0955
    0.2836   12.9928
    0.2937   12.8927
    0.3039   12.7953
    0.3140   12.7006
    0.3241   12.6087
    0.3343   12.5195
    0.3444   12.4330
    0.3545   12.3492
    0.3646   12.2678
    0.3748   12.1888
    0.3849   12.1119
    0.3950   12.0373
    0.4052   11.9651
    0.4153   11.8958
    0.4254   11.8297
    0.4355   11.7674
    0.4457   11.7092
    0.4558   11.6553
    0.4659   11.6058
    0.4761   11.5609
    0.4862   11.5205
    0.4963   11.4847
    0.5064   11.4534
    0.5166   11.4264
    0.5267   11.4038
    0.5368   11.3854
    0.5470   11.3712
    0.5571   11.3611
    0.5672   11.3551
    0.5774   11.3531
    0.5875   11.3594
    0.5976   11.3781
    0.6077   11.4084
    0.6178   11.4490
    0.6279   11.4983
    0.6380   11.5544
    0.6481   11.6154
    0.6582   11.6794
    0.6683   11.7447
    0.6784   11.8097
    0.6885   11.8732
    0.6986   11.9342
    0.7087   11.9920
    0.7188   12.0462
    0.7289   12.0966
    0.7390   12.1433
    0.7491   12.1866
    0.7592   12.2266
    0.7693   12.2639
    0.7794   12.2990
    0.7895   12.3322
    0.7996   12.3643
    0.8097   12.3956
    0.8198   12.4269
    0.8299   12.4584
    0.8400   12.4907
    0.8501   12.5243
    0.8602   12.5593
    0.8703   12.5963
    0.8804   12.6354
    0.8905   12.6767
    0.9006   12.7206
    0.9107   12.7669
    0.9209   12.7710
    0.9311   12.7832
    0.9412   12.8024
    0.9514   12.8273
    0.9616   12.8559
    0.9718   12.8857
    0.9820   12.9138
    0.9922   12.9369
    1.0024   12.9521
    1.0126   12.9575
    1.0227   12.9582
    1.0328   12.9601
    1.0429   12.9626
    1.0530   12.9649
    1.0631   12.9658
    1.0732   12.9638
    1.0833   12.9569
    1.0934   12.9437
    1.1035   12.9227
    1.1136   12.8934
    1.1237   12.8561
    1.1338   12.8114
    1.1439   12.7600
    1.1540   12.7028
    1.1641   12.6403
    1.1742   12.5730
    1.1843   12.5013
    1.1944   12.4253
    1.2045   12.3454
    1.2146   12.2618
    1.2247   12.1751
    1.2348   12.0859
    1.2449   11.9952
    1.2550   11.9042
    1.2651   11.8145
    1.2752   11.7280
    1.2853   11.6467
    1.2954   11.5728
    1.3055   11.5085
    1.3156   11.4560
    1.3257   11.4170
    1.3358   11.3930
    1.3459   11.3849
    1.3560   11.3873
    1.3662   11.3946
    1.3763   11.4068
    1.3864   11.4237
    1.3965   11.4453
    1.4067   11.4715
    1.4168   11.5023
    1.4269   11.5374
    1.4371   11.5769
    1.4472   11.6205
    1.4573   11.6683
    1.4674   11.7199
    1.4776   11.7755
    1.4877   11.8347
